sent,sentruby,level
その結果、約３９％の子どもがインターネットを使っていました。,その結果(けっか)、約(やく)３９％の子(こ)どもがインターネットを使(つか)っていました。,3.6
平日、１日にインターネットを使う時間は、平均で１時間ぐらいでした。,平日(へいじつ)、１日(にち)にインターネットを使(つか)う時間(じかん)は、平均(へいきん)で１時間(じかん)ぐらいでした。,4.2
「子どもが見てはいけないウェブサイトを開いた」は約４％でした。,「子(こ)どもが見(み)てはいけないウェブサイトを開(ひら)いた」は約(やく)４％でした。,4.2
２１日、北朝鮮がプクチャンの近くからミサイルを発射しました。,２１日(にち)、北朝鮮(きたちょうせん)がプクチャンの近(ちか)くからミサイルを発射(はっしゃ)しました。,3.4
北朝鮮は１週間前にも日本海に向かってミサイルを発射しています。,北朝鮮(きたちょうせん)は１週間(しゅうかん)前(まえ)にも日本海(にほんかい)に向(む)かってミサイルを発射(はっしゃ)しています。,3.9
東京都墨田区に「東京スカイツリー」ができてから、５月２２日で５年になりました。,東京都(とうきょうと)墨田区(すみだく)に「東京(とうきょう)スカイツリー」ができてから、５月(がつ)２２日(にち)で５年(ねん)になりました。,4.2
今までの５年に東京スカイツリーに来た人は２７００万人以上です。,今(いま)までの５年(ねん)に東京(とうきょう)スカイツリーに来(き)た人(ひと)は２７００万(まん)人(にん)以上(いじょう)です。,4.8
１８歳以上の日本人か日本に住んでいる外国人がデザインを送ることができます。,１８歳(さい)以上(いじょう)の日本人(にっぽんじん)か日本(にっぽん)に住(す)んでいる外国人(がいこくじん)がデザインを送(おく)ることができます。,4.5
会場ではアメリカ人の歌手のアリアナ・グランデさんがコンサートをしていました。,会場(かいじょう)ではアメリカ人(じん)の歌手(かしゅ)のアリアナ・グランデさんがコンサートをしていました。,4.6
警察はテロだと考えて調べています。,警察(けいさつ)はテロだと考(かんが)えて調(しら)べています。,3.0
この中で、外国人が「免税」で買った物の売り上げは２２１億円でした。,この中(なか)で、外国人(がいこくじん)が「免税(めんぜい)」で買(か)った物(もの)の売(う)り上(あ)げは２２１億(おく)円(えん)でした。,4.1
原因はまだわかっていませんが、割れた幅がだんだん広くなっている所もあります。,原因(げんいん)はまだわかっていませんが、割(わ)れた幅(はば)がだんだん広(ひろ)くなっている所(ところ)もあります。,2.8
この近くでは５０年前に地すべりがありました。,この近(ちか)くでは５０年(ねん)前(まえ)に地(じ)すべりがありました。,4.5
このため、３軒の家の人が市の建物に避難しています。,このため、３軒(げん)の家(いえ)の人(ひと)が市(し)の建物(たてもの)に避難(ひなん)しています。,3.2
世界の２１のチームが深い海の底を早く正しく調べるレースが９月にあります。,世界(せかい)の２１のチームが深(ふか)い海(うみ)の底(そこ)を早(はや)く正(ただ)しく調(しら)べるレースが９月(がつ)にあります。,3.8
２３日、静岡県沼津市の海で、レースのためにつくった機械のテストをしました。,２３日(にち)、静岡県(しずおかけん)沼津市(ぬまづし)の海(うみ)で、レースのためにつくった機械(きかい)のテストをしました。,2.9
東京で１４日から２８日まで大相撲を行っています。,東京(とうきょう)で１４日(じゅうよっか)から２８日(にち)まで大相撲(おおずもう)を行(おこな)っています。,4.1
稀勢の里は、３月の大相撲の途中で左の腕などにけがをしましたが、優勝しました。,稀勢(きせ)の里(さと)は、３月(がつ)の大相撲(おおずもう)の途中(とちゅう)で左(ひだり)の腕(うで)などにけがをしましたが、優勝(ゆうしょう)しました。,3.0
そして５月の大相撲に出ましたが、１０回戦って４回負けました。,そして５月(がつ)の大相撲(おおずもう)に出(で)ましたが、１０回(かい)戦(たたか)って４回(かい)負(ま)けました。,3.7
しかし、船が流されたため、途中でほかの船に助けてもらいました。,しかし、船(ふね)が流(なが)されたため、途中(とちゅう)でほかの船(ふね)に助(たす)けてもらいました。,3.2
グループは１０時間以上かかると考えています。,グループは１０時間(じかん)以上(いじょう)かかると考(かんが)えています。,4.6
インドネシアには、世界で最もたくさんイスラム教の人が住んでいます。,インドネシアには、世界(せかい)で最(もっと)もたくさんイスラム教(きょう)の人(ひと)が住(す)んでいます。,4.0
気温が３５℃以上になる日は１年に２０日～５０日ぐらい増えそうです。,気温(きおん)が３５℃以上(いじょう)になる日(ひ)は１年(ねん)に２０日(はつか)～５０日(にち)ぐらい増(ふ)えそうです。,4.3
そして、生活習慣病に関係がある２つの遺伝子の働きも弱くなっていました。,そして、生活習慣病(せいかつしゅうかんびょう)に関係(かんけい)がある２つの遺伝子(いでんし)の働(はたら)きも弱(よわ)くなっていました。,3.4
ニューヨークの国連本部で２４日、亡くなった人のために祈る式がありました。,ニューヨークの国連(こくれん)本部(ほんぶ)で２４日(にじゅうよっか)、亡(な)くなった人(ひと)のために祈(いの)る式(しき)がありました。,3.7
見つかったのは、このときに沈んだ潜水艦だとグループは考えています。,見(み)つかったのは、このときに沈(しず)んだ潜水艦(せんすいかん)だとグループは考(かんが)えています。,3.0
小学生たちが１００匹ぐらい捕まえました。,小学生(しょうがくせい)たちが１００匹(ぴき)ぐらい捕(つか)まえました。,3.8
アリババグループは、中国で最も大きな買い物のウェブサイトの会社です。,アリババグループは、中国(ちゅうごく)で最(もっと)も大(おお)きな買(か)い物(もの)のウェブサイトの会社(かいしゃ)です。,4.6
部品が古くなったことが原因で火事になったことが多くなっていました。,部品(ぶひん)が古(ふる)くなったことが原因(げんいん)で火事(かじ)になったことが多(おお)くなっていました。,3.9
使っていない土地は１０年で４０％増えました。,使(つか)っていない土地(とち)は１０年(ねん)で４０％増(ふ)えました。,4.0
